name,price,image
Twisted Handle Berry Mug,4.50,https://digital.loblaws.ca/PCX/21666739_EA/en/1/21666739_en_front_250.png
Twisted Handle Floral Mug,4.50,https://digital.loblaws.ca/PCX/21666921_EA/en/1/21666921_en_front_250.png
Vacuum Travel Mug,29.00,https://digital.loblaws.ca/PCX/20939823_EA/en/1/20939823_en_front_250.png
Wax Resist Mug -Chevron,4.00,https://digital.loblaws.ca/PCX/21493294_EA/en/1/21493294_en_front_250.png
Wax Resist Mug -Outline,4.00,https://digital.loblaws.ca/PCX/21493293_EA/en/1/21493293_en_front_250.png
"Winter Frost Salad Plate, White",5.50,https://digital.loblaws.ca/PCX/20124148_EA/en/8/7116003880_enfr_front_noPlunge_ecomm_GS1_Ecommerce_250.png
Zinc Alloy Stainless Steel Ladle,12.00,https://digital.loblaws.ca/PCX/21345455_EA/en/1/21345455_en_front_250.png
Beach Towel - Sea Turtles,10.00,https://digital.loblaws.ca/PCX/21614246_EA/en/1/21614246_enfr_front_400.png
Kids' Hooded Beach Towel - Flamingo,12.00,https://digital.loblaws.ca/PCX/21670069_EA/en/1/21670069_en_front_400.png
Face Towel,4.00,https://digital.loblaws.ca/PCX/21434275_EA/en/1/21434275_enfr_front_400.png
Bath Towel,16.00,https://digital.loblaws.ca/PCX/21306998_EA/en/1/21306998_enfr_front_400.png
Beach Towel - Beach,10.00,https://digital.loblaws.ca/PCX/21614154_EA/en/1/21614154_enfr_front_400.png
Scallop Toilet Brush Holder,15.00,https://digital.loblaws.ca/PCX/21347681_EA/en/1/21347681_enfr_front_v1_400.png
Penguin Soap Pump 12 Oz Black,16.00,https://digital.loblaws.ca/PCX/21563249_EA/en/1/21563249_en_front_400.png
Cotton Tufted Half Circle Rug,19.00,https://digital.loblaws.ca/PCX/21315352_EA/en/1/21315352_en_front_400.png
Hygro Hand Towel Blush,9.00,https://digital.loblaws.ca/PCX/21332895_EA/en/1/21332895_en_front_400.png
"Oversized Tub Bath Mat, Clear",15.00,https://digital.loblaws.ca/PCX/21460586_EA/en/1/21460586_en_front_400.png
"President's Choice Egyptian Cotton Bath Sheet, Luxuriously Soft & Highly Absorbent, Indigo",38.00,https://digital.loblaws.ca/PCX/21306961_EA/en/1/21306961_en_front_400.png
"Terrazzo Tumbler, White with Gold",9.00,https://digital.loblaws.ca/PCX/21161221_EA/en/1/21161221_en_front_v1_400.png
"Metal Storage with Handle, Metal and Wood, Black",25.00,https://digital.loblaws.ca/PCX/21188694_EA/en/1/21188694_en_front_v1_400.png
4 Part Marble Organizer Tray,15.00,https://digital.loblaws.ca/PCX/21314631_EA/en/1/21314631_en_front_v1_400.png
"Acacia Cotton Box, Black, Small",8.00,https://digital.loblaws.ca/PCX/21347998_EA/en/1/21347998_enfr_front_v1_400.png
Bamboo Wood Riser,6.00,https://digital.loblaws.ca/PCX/21428699_EA/en/1/21428699_en_front_400.png
Bamboo Wood Tray,15.00,https://digital.loblaws.ca/PCX/21188909_EA/en/1/21188909_en_front_v1_400.png
"Bath Towel, White",16.00,https://digital.loblaws.ca/PCX/21306987_EA/en/1/21306987_enfr_front_400.png
Beach Towel - Cool Cat,10.00,https://digital.loblaws.ca/PCX/21675094_EA/en/1/21675094_en_front_400.png
Beach Towel - Lemons,10.00,https://digital.loblaws.ca/PCX/21614159_EA/en/1/21614159_enfr_front_v2_400.png
Beach Towel - Palm Tree,10.00,https://digital.loblaws.ca/PCX/21614149_EA/en/1/21614149_enfr_front_400.png
Beach Towel - Passion Fruit,10.00,https://digital.loblaws.ca/PCX/21614153_EA/en/1/21614153_enfr_front_400.png
Beach Towel - Pineapples,10.00,https://digital.loblaws.ca/PCX/21614225_EA/en/1/21614225_enfr_front_400.png
Beach Towel - Rainbow,10.00,https://digital.loblaws.ca/PCX/21614178_EA/en/1/21614178_enfr_front_400.png
Beach Towel - Seashore,10.00,https://digital.loblaws.ca/PCX/21379343_EA/en/1/21379343_enfr_front_v1_400.png
Beach Towel - Sharks,10.00,https://digital.loblaws.ca/PCX/21614155_EA/en/1/21614155_enfr_front_400.png
Beach Towel - Starfish,10.00,https://digital.loblaws.ca/PCX/21614150_EA/en/1/21614150_enfr_front_400.png
Beach Towel - Strawberries,10.00,https://digital.loblaws.ca/PCX/21614179_EA/en/1/21614179_enfr_front_400.png
Beach Towel - Sunset,10.00,https://digital.loblaws.ca/PCX/21614261_EA/en/1/21614261_enfr_front_400.png
Beach Towel - Swimming Pool,10.00,https://digital.loblaws.ca/PCX/21614158_EA/en/1/21614158_enfr_front_400.png
Beach Towel - Watermelons,10.00,https://digital.loblaws.ca/PCX/21614285_EA/en/1/21614285_enfr_front_400.png
Beach Towel - Wiener Dog,10.00,https://digital.loblaws.ca/PCX/21675095_EA/en/1/21675095_en_front_400.png
"Black Tumbler, Acacia",8.00,https://digital.loblaws.ca/PCX/21347995_EA/en/1/21347995_enfr_front_v1_400.png
Click It Rings,3.00,https://digital.loblaws.ca/PCX/20251015_EA/en/1/20251015_en_front_400.png
Cotton Beach Towel - Eggs,10.00,https://digital.loblaws.ca/PCX/21703922_EA/en/1/21703922_en_front_400.png
Cotton Beach Towel - Ice Cream Cones,10.00,https://digital.loblaws.ca/PCX/21675206_EA/en/1/21675206_en_front_400.png
Cotton Semi-Circle Sun Bath Rug,19.00,https://digital.loblaws.ca/PCX/21315347_EA/en/1/21315347_en_front_400.png
Cotton Winky Bath Rug,19.00,https://digital.loblaws.ca/PCX/21315356_EA/en/1/21315356_en_front_400.png
Curved Smart Rod Tension Shower Bar,32.00,https://digital.loblaws.ca/PCX/20754713_EA/en/1/20754713_en_front_400.png
"E-Z UP 72"" Shower Curtain Rod, White",15.00,https://digital.loblaws.ca/PCX/20251879001_EA/en/1/20251879001_en_front_400.png
"EZ Up 72 in Rod, Nickle",15.00,https://digital.loblaws.ca/PCX/20937802_EA/en/1/20937802_en_front_400.png
"EZ Up Shower Rod, Chrome 72""",15.00,https://digital.loblaws.ca/PCX/20251879003_EA/en/1/20251879003_en_front_400.png
"Fabric Liner, Grey",15.00,https://digital.loblaws.ca/PCX/20936943_EA/en/1/20936943_en_front_400.png
"Fabric Shower Curtain Liner, Bone",15.00,https://digital.loblaws.ca/PCX/20247948001_EA/en/1/20247948001_en_front_400.png
"Face Towel, White",6.00,https://digital.loblaws.ca/PCX/21307426_EA/en/1/21307426_enfr_front_400.png
Glass Jar with Wood Lid- Small,7.00,https://digital.loblaws.ca/PCX/21428673_EA/en/1/21428673_en_front_400.png
Hand Towel,5.00,https://digital.loblaws.ca/PCX/21434846_EA/en/1/21434846_enfr_front_400.png
"Hand Towel, White",9.00,https://digital.loblaws.ca/PCX/21307335_EA/en/1/21307335_enfr_front_400.png
Hygro Bath Sheet Blush,22.00,https://digital.loblaws.ca/PCX/21330604_EA/en/1/21330604_en_front_400.png
Hygro Bath Sheet Mineral,22.00,https://digital.loblaws.ca/PCX/21306993_EA/en/1/21306993_enfr_front_v1_400.png
Hygro Bath Sheet Misty Blue,22.00,https://digital.loblaws.ca/PCX/21307005_EA/en/1/21307005_en_front_400.png
Hygro Bath Sheet Orchid,22.00,https://digital.loblaws.ca/PCX/21307007_EA/en/1/21307007_en_front_400.png
Hygro Bath Sheet Pebble Gry,22.00,https://digital.loblaws.ca/PCX/21307000_EA/en/1/21307000_en_front_400.png
Hygro Bath Sheet Space Blue,22.00,https://digital.loblaws.ca/PCX/21306996_EA/en/1/21306996_en_front_400.png
Hygro Bath Sheet White,22.00,https://digital.loblaws.ca/PCX/21306985_EA/en/1/21306985_en_front_400.png
Hygro Bath Towel Blush,16.00,https://digital.loblaws.ca/PCX/21330607_EA/en/1/21330607_en_front_400.png
Hygro Bath Towel Orchid,16.00,https://digital.loblaws.ca/PCX/21307002_EA/en/1/21307002_en_front_400.png
Hygro Bath Towel Pebble Gry,16.00,https://digital.loblaws.ca/PCX/21306995_EA/en/1/21306995_en_front_400.png
Hygro Bath Towel Space Blue,16.00,https://digital.loblaws.ca/PCX/21306992_EA/en/1/21306992_en_front_400.png
Hygro Facecloth Blush,6.00,https://digital.loblaws.ca/PCX/21330598_EA/en/1/21330598_en_front_400.png
Hygro Facecloth Orchid,6.00,https://digital.loblaws.ca/PCX/21307440_EA/en/1/21307440_en_front_400.png
Hygro Facecloth Pebble Grey,6.00,https://digital.loblaws.ca/PCX/21307434_EA/en/1/21307434_en_front_400.png
Hygro Facecloth Space Blue,6.00,https://digital.loblaws.ca/PCX/21307381_EA/en/1/21307381_en_front_400.png
Hygro Hand Towel Orchid,9.00,https://digital.loblaws.ca/PCX/21307060_EA/en/1/21307060_en_front_400.png
Hygro Hand Towel Pebble Gry,9.00,https://digital.loblaws.ca/PCX/21307055_EA/en/1/21307055_en_front_400.png
Hygro Hand Towel Space Blue,9.00,https://digital.loblaws.ca/PCX/21307423_EA/en/1/21307423_en_front_400.png
"Jewelry Tree, Metal and Polyresin, Gold and Marble Effect",19.00,https://digital.loblaws.ca/PCX/21338103_EA/en/1/21338103_en_front_400.png
Joey Pump With Scrubby 20 Oz Black,16.00,https://digital.loblaws.ca/PCX/21563348_EA/en/1/21563348_en_front_400.png
Kids' Hooded Beach Towel - Crab,12.00,https://digital.loblaws.ca/PCX/21670244_EA/en/1/21670244_en_front_400.png
Kids' Hooded Beach Towel - Dinosaur,12.00,https://digital.loblaws.ca/PCX/21670068_EA/en/1/21670068_en_front_400.png
Kids' Hooded Beach Towel - Shark,12.00,https://digital.loblaws.ca/PCX/21664653_EA/en/1/21664653_en_front_400.png
Kids' Hooded Beach Towel - Turtle,12.00,https://digital.loblaws.ca/PCX/21670251_EA/en/1/21670251_en_front_400.png
Kids' Hooded Beach Towel - Unicorn,12.00,https://digital.loblaws.ca/PCX/21664654_EA/en/1/21664654_en_front_400.png
"Lightweight Shower Liner, Clear",3.00,https://digital.loblaws.ca/PCX/20754394_EA/en/1/20754394_en_front_400.png
Marble Makeup Brush Holder,6.00,https://digital.loblaws.ca/PCX/21428680_EA/en/1/21428680_en_front_400.png
"Metal Storage with Handle, Metal and Wood, White",25.00,https://digital.loblaws.ca/PCX/21188697_EA/en/1/21188697_en_front_v1_400.png
"Microfiber Shower Curtain Liner, Grey",18.00,https://digital.loblaws.ca/PCX/20252095004_EA/en/1/20252095004_en_front_400.png
"Microfiber Shower Curtain Liner, White",18.00,https://digital.loblaws.ca/PCX/20252095001_EA/en/1/20252095001_en_front_400.png
Organic Cotton Bath Rug Ash,21.00,https://digital.loblaws.ca/PCX/21181304_EA/en/1/21181304_en_front_400.png
Organic Cotton Bath Rug Taupe,21.00,https://digital.loblaws.ca/PCX/21181349_EA/en/1/21181349_en_front_400.png
"Organic Cotton Bath Sheet, Ash",30.00,https://digital.loblaws.ca/PCX/21182482_EA/en/1/21182482_en_front_400.png
"Organic Cotton Bath Sheet, Chambray",30.00,https://digital.loblaws.ca/PCX/21182472_EA/en/1/21182472_en_front_400.png
"Organic Cotton Bath Sheet, Taupe",30.00,https://digital.loblaws.ca/PCX/21182466_EA/en/1/21182466_en_front_400.png
"Organic Cotton Bath Sheet, White",30.00,https://digital.loblaws.ca/PCX/21182462_EA/en/1/21182462_en_front_400.png
"Organic Cotton Bath Towel, Ash",25.00,https://digital.loblaws.ca/PCX/21182351_EA/en/1/21182351_en_front_400.png
"Organic Cotton Bath Towel, Chambray",25.00,https://digital.loblaws.ca/PCX/21182432_EA/en/1/21182432_en_front_400.png
"Organic Cotton Bath Towel, Taupe",25.00,https://digital.loblaws.ca/PCX/21182416_EA/en/1/21182416_en_front_400.png
"Organic Cotton Bath Towel, White",25.00,https://digital.loblaws.ca/PCX/21182355_EA/en/1/21182355_enfr_front_v1_400.png
"Organic Cotton Face Towel, Ash",8.00,https://digital.loblaws.ca/PCX/21182360_EA/en/1/21182360_en_front_400.png
"Organic Cotton Face Towel, Chambray",8.00,https://digital.loblaws.ca/PCX/21182356_EA/en/1/21182356_en_front_400.png
"Organic Cotton Face Towel, Taupe",8.00,https://digital.loblaws.ca/PCX/21182361_EA/en/1/21182361_en_front_400.png
"Organic Cotton Face Towel, White",8.00,https://digital.loblaws.ca/PCX/21182458_EA/en/1/21182458_en_front_400.png
"Organic Cotton Hand Towel, Ash",12.00,https://digital.loblaws.ca/PCX/21182383_EA/en/1/21182383_en_front_400.png
"Organic Cotton Hand Towel, Chambray",12.00,https://digital.loblaws.ca/PCX/21182385_EA/en/1/21182385_en_front_400.png
"Organic Cotton Hand Towel, Taupe",12.00,https://digital.loblaws.ca/PCX/21182435_EA/en/1/21182435_en_front_400.png
"Organic Cotton Hand Towel, White",12.00,https://digital.loblaws.ca/PCX/21182436_EA/en/1/21182436_en_front_400.png
Oversized Tub Mat,12.00,https://digital.loblaws.ca/PCX/21460569_EA/en/1/21460569_en_front_400.png
"Perform Bath Rug, Aqua",8.00,https://digital.loblaws.ca/PCX/21434868_EA/en/1/21434868_en_front_400.png
"Perform Bath Rug, Light Grey",8.00,https://digital.loblaws.ca/PCX/21434872_EA/en/1/21434872_en_front_400.png
"Perform Bath Rug, Steel",8.00,https://digital.loblaws.ca/PCX/21434870_EA/en/1/21434870_en_front_400.png
"Perform Bath Rug, White",8.00,https://digital.loblaws.ca/PCX/21434871_EA/en/1/21434871_en_front_400.png
"Perform Bath Towel, Aqua",8.00,https://digital.loblaws.ca/PCX/21434227_EA/en/1/21434227_en_front_400.png
"Perform Bath Towel, Black",8.00,https://digital.loblaws.ca/PCX/21434217_EA/en/1/21434217_en_front_400.png
"Perform Bath Towel, Mauve",8.00,https://digital.loblaws.ca/PCX/21434246_EA/en/1/21434246_en_front_400.png
"Perform Bath Towel, Natural",8.00,https://digital.loblaws.ca/PCX/21434216_EA/en/1/21434216_en_front_400.png
"Perform Bath Towel, Periwinkle Blue",8.00,https://digital.loblaws.ca/PCX/21434222_EA/en/1/21434222_en_front_400.png
"Perform Bath Towel, Walnut",8.00,https://digital.loblaws.ca/PCX/21434244_EA/en/1/21434244_en_front_400.png
"Perform Face Towel, Aqua",4.00,https://digital.loblaws.ca/PCX/21434495_EA/en/1/21434495_en_front_400.png
"Perform Face Towel, Black",4.00,https://digital.loblaws.ca/PCX/21434445_EA/en/1/21434445_en_front_400.png
"Perform Face Towel, Light Grey",4.00,https://digital.loblaws.ca/PCX/21434496_EA/en/1/21434496_en_front_400.png
"Perform Face Towel, Natural",4.00,https://digital.loblaws.ca/PCX/21434443_EA/en/1/21434443_en_front_400.png
"Perform Face Towel, Periwinkle Blue",4.00,https://digital.loblaws.ca/PCX/21434406_EA/en/1/21434406_en_front_400.png
"Perform Face Towel, Soft Pink",4.00,https://digital.loblaws.ca/PCX/21434497_EA/en/1/21434497_en_front_400.png
"Perform Face Towel, Walnut",4.00,https://digital.loblaws.ca/PCX/21434412_EA/en/1/21434412_en_front_400.png
"Perform Hand Towel, Aqua",5.00,https://digital.loblaws.ca/PCX/21434256_EA/en/1/21434256_en_front_400.png
"Perform Hand Towel, Black",5.00,https://digital.loblaws.ca/PCX/21434264_EA/en/1/21434264_en_front_400.png
"Perform Hand Towel, Light Grey",5.00,https://digital.loblaws.ca/PCX/21434254_EA/en/1/21434254_en_front_400.png
"Perform Hand Towel, Mauve",5.00,https://digital.loblaws.ca/PCX/21434270_EA/en/1/21434270_en_front_400.png
"Perform Hand Towel, Natural",5.00,https://digital.loblaws.ca/PCX/21434265_EA/en/1/21434265_en_front_400.png
"Perform Hand Towel, Periwinkle Blue",5.00,https://digital.loblaws.ca/PCX/21434245_EA/en/1/21434245_en_front_400.png
"Perform Hand Towel, Soft Pink",5.00,https://digital.loblaws.ca/PCX/21434267_EA/en/1/21434267_en_front_400.png
"Perform Hand Towel, Walnut",5.00,https://digital.loblaws.ca/PCX/21434272_EA/en/1/21434272_en_front_400.png
"PEVA Shower Curtain Liner, Frosty",15.00,https://digital.loblaws.ca/PCX/20248275004_EA/en/1/20248275004_en_front_400.png
"Peva Shower Curtain Liner, White 8G",15.00,https://digital.loblaws.ca/PCX/20248275003_EA/en/1/20248275003_en_front_400.png
PEVA Stall Shower Curtain Liner,15.00,https://digital.loblaws.ca/PCX/20248712_EA/en/1/20248712_en_front_400.png
"Plastic Glide Hooks, White",3.00,https://digital.loblaws.ca/PCX/20754583_EA/en/1/20754583_en_front_400.png
"President's Choice Bath Rug, 100% HYGROCOTTON 20 in x 34 in, Blue",16.00,https://digital.loblaws.ca/PCX/21307449_EA/en/1/21307449_enfr_front_v1_400.png
"President's Choice Bath Rug, 100% HYGROCOTTON 20 in x 34 in, White",16.00,https://digital.loblaws.ca/PCX/21307455_EA/en/1/21307455_en_front_400.png
"President's Choice Egyptian Cotton Bath Rug, 24 in x 40 in, Grey",25.00,https://digital.loblaws.ca/PCX/21306907_EA/en/1/21306907_en_front_400.png
"President's Choice Egyptian Cotton Bath Rug, 24 in x 40 in, White",25.00,https://digital.loblaws.ca/PCX/21306904_EA/en/1/21306904_en_front_400.png
"President's Choice Egyptian Cotton Bath Sheet, Luxuriously Soft & Highly Absorbent, Dove",38.00,https://digital.loblaws.ca/PCX/21306968_EA/en/1/21306968_en_front_400.png
"President's Choice Egyptian Cotton Bath Sheet, Luxuriously Soft & Highly Absorbent, Grey",38.00,https://digital.loblaws.ca/PCX/21306949_EA/en/1/21306949_en_front_400.png
"President's Choice Egyptian Cotton Bath Sheet, Luxuriously Soft & Highly Absorbent, White",38.00,https://digital.loblaws.ca/PCX/21306942_EA/en/1/21306942_en_front_400.png
"President's Choice Egyptian Cotton Bath Towel, Luxuriously Soft & Highly Absorbent, Dove",30.00,https://digital.loblaws.ca/PCX/21306839_EA/en/1/21306839_en_front_400.png
"President's Choice Egyptian Cotton Bath Towel, Luxuriously Soft & Highly Absorbent, Grey",30.00,https://digital.loblaws.ca/PCX/21306836_EA/en/1/21306836_en_front_400.png
"President's Choice Egyptian Cotton Bath Towel, Luxuriously Soft & Highly Absorbent, Indigo",30.00,https://digital.loblaws.ca/PCX/21306838_EA/en/1/21306838_en_front_400.png
"President's Choice Egyptian Cotton Bath Towel, Luxuriously Soft & Highly Absorbent, White",30.00,https://digital.loblaws.ca/PCX/21306835_EA/en/1/21306835_en_front_400.png
"President's Choice Egyptian Cotton Hand Towel, Luxuriously Soft & Highly Absorbent, White",18.00,https://digital.loblaws.ca/PCX/21306923_EA/en/1/21306923_en_front_400.png
"President's Choice Egyptian Cotton Washcloth, Luxuriously Soft & Highly Absorbent, Dove",12.00,https://digital.loblaws.ca/PCX/21306966_EA/en/1/21306966_en_front_400.png
"President's Choice Egyptian Cotton Washcloth, Luxuriously Soft & Highly Absorbent, Grey",12.00,https://digital.loblaws.ca/PCX/21306958_EA/en/1/21306958_en_front_400.png
"President's Choice Egyptian Cotton Washcloth, Luxuriously Soft & Highly Absorbent, Indigo",12.00,https://digital.loblaws.ca/PCX/21306962_EA/en/1/21306962_en_front_400.png
"President's Choice Egyptian Cotton Washcloth, Luxuriously Soft & Highly Absorbent, White",12.00,https://digital.loblaws.ca/PCX/21306953_EA/en/1/21306953_en_front_400.png
"President's Choice Egyptian Hand Towel, Luxuriously Soft & Highly Absorbent, Dove",18.00,https://digital.loblaws.ca/PCX/21306940_EA/en/1/21306940_en_front_400.png
"President's Choice Egyptian Hand Towel, Luxuriously Soft & Highly Absorbent, Grey",18.00,https://digital.loblaws.ca/PCX/21306936_EA/en/1/21306936_en_front_400.png
"President's Choice Egyptian Hand Towel, Luxuriously Soft & Highly Absorbent, Indigo",18.00,https://digital.loblaws.ca/PCX/21306937_EA/en/1/21306937_en_front_400.png
Rectangle Gold Tray,24.00,https://digital.loblaws.ca/PCX/21314645_EA/en/1/21314645_en_front_v1_400.png
Scallop Cotton Box Small,8.00,https://digital.loblaws.ca/PCX/21347722_EA/en/1/21347722_enfr_front_v1_400.png
Scallop Tumbler,8.00,https://digital.loblaws.ca/PCX/21347412_EA/en/1/21347412_enfr_front_v1_400.png
Scallop Waste Bin,20.00,https://digital.loblaws.ca/PCX/21347291_EA/en/1/21347291_enfr_front_v1_400.png
"Shower Liner, Frosty",3.00,https://digital.loblaws.ca/PCX/20754397_EA/en/1/20754397_en_front_400.png
"Shower Liner, White",3.00,https://digital.loblaws.ca/PCX/20754541_EA/en/1/20754541_en_front_400.png
Silver Makeup Mirror,24.00,https://digital.loblaws.ca/PCX/21314658_EA/en/1/21314658_en_front_400.png
Soap Dispender,8.00,https://digital.loblaws.ca/PCX/21355601_EA/en/1/21355601_enfr_front_v1_400.png
Soap Dispenser,8.00,https://digital.loblaws.ca/PCX/21348011_EA/en/1/21348011_enfr_front_v1_400.png
"Soap Dispenser, Grey Wood",8.00,https://digital.loblaws.ca/PCX/21018271_EA/en/1/21018271_en_front_400.png
"Soap Dispenser, Hammered Metal",8.00,https://digital.loblaws.ca/PCX/21018329_EA/en/1/21018329_en_front_400.png
"Soft PEVA Shower Curtain Liner, Clear",10.00,https://digital.loblaws.ca/PCX/20249134001_EA/en/1/20249134001_en_front_400.png
"Soft PEVA Shower Curtain Liner, White",10.00,https://digital.loblaws.ca/PCX/20249134003_EA/en/1/20249134003_en_front_400.png
"Softy Peva Shower Curtain Liner, Frosty",10.00,https://digital.loblaws.ca/PCX/20249134002_EA/en/1/20249134002_en_front_400.png
Tension Shower Curtain Rod,10.00,https://digital.loblaws.ca/PCX/20248380_EA/en/1/20248380_en_front_400.png
"Terrazzo Dispenser, White with Gold",14.00,https://digital.loblaws.ca/PCX/21161219_EA/en/1/21161219_en_front_v1_400.png
"Terrazzo Soap Dish, White with Gold",11.00,https://digital.loblaws.ca/PCX/21161222_EA/en/1/21161222_en_front_v1_400.png
"Tissue Box, Hammered Metal",15.00,https://digital.loblaws.ca/PCX/21018115_EA/en/1/21018115_en_front_400.png
"Toilet Brush Holder, Polyresin, Acacia Wood, Stainless Steel, and Plastic, Black",15.00,https://digital.loblaws.ca/PCX/21348000_EA/en/1/21348000_enfr_front_v1_400.png
"Toilet Brush, Ceramic, Stainless Steel, Plastic, Silver",15.00,https://digital.loblaws.ca/PCX/21018351_EA/en/1/21018351_en_front_400.png
"Toilet Brush, Polyresin, Stainless Steel, Plastic, Grey",15.00,https://digital.loblaws.ca/PCX/21018171_EA/en/1/21018171_en_front_400.png
"Tray, Hammered Metal",8.00,https://digital.loblaws.ca/PCX/21018338_EA/en/1/21018338_en_front_400.png
"Tub Mat, Oval Bubble, Clear",10.00,https://digital.loblaws.ca/PCX/21460637_EA/en/1/21460637_en_front_400.png
"Tub Mat, Oval Bubble, White",10.00,https://digital.loblaws.ca/PCX/21460571_EA/en/1/21460571_en_front_400.png
"Tub Mat, Oval Pebble",10.00,https://digital.loblaws.ca/PCX/21462561_EA/en/1/21462561_en_front_400.png
"Tub Mat, Oval Pebble. Smoke",10.00,https://digital.loblaws.ca/PCX/21462560_EA/en/1/21462560_en_front_400.png
"Tumbler, Grey Wood",8.00,https://digital.loblaws.ca/PCX/21018277_EA/en/1/21018277_en_front_400.png
"Tumbler, Hammered Metal",8.00,https://digital.loblaws.ca/PCX/21018336_EA/en/1/21018336_en_front_400.png
Waste Bin,20.00,https://digital.loblaws.ca/PCX/21348040_EA/en/1/21348040_enfr_front_v1_400.png
"Waste Bin, Grey Wood",20.00,https://digital.loblaws.ca/PCX/21018178_EA/en/1/21018178_en_front_400.png
"Waste Bin, Hammered Metal",29.00,https://digital.loblaws.ca/PCX/21018116_EA/en/1/21018116_en_front_400.png
White Microfiber Shower Curtain,18.00,https://digital.loblaws.ca/PCX/20660891_EA/en/1/20660891_en_front_400.png
Wire Hooks,3.00,https://digital.loblaws.ca/PCX/20250298_EA/en/1/20250298_en_front_400.png
"Soap, Original Clean Deodorant Bar for Men",4.49,https://digital.loblaws.ca/PCX/21436450_EA/en/1/21436450_enfr_front_v1_400.png
Daily Moisturizing Body Lotion Unscented,9.99,https://digital.loblaws.ca/PCX/20301106_EA/en/1/20301106_en_front_400.png
Skin Relief Body Wash,13.49,https://digital.loblaws.ca/PCX/20015290001_EA/en/1/20015290001_en_front_v2_400.png
Body Wash with Pump Hypoallergenic,15.49,https://digital.loblaws.ca/PCX/21517428_EA/en/1/1111139649_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Body Wash Apollo Sage & Cedarwood,9.99,https://digital.loblaws.ca/PCX/21166758_EA/en/1/21166758_en_front_v1_400.png
"Soap, Care and Coconut Hydration Body Wash Jojoba Oil Coconut Scent",5.50,https://digital.loblaws.ca/PCX/21169904_EA/en/1/21169904_en_front_400.png
Body Lotion Firming,12.99,https://digital.loblaws.ca/PCX/21687809_EA/en/1/5659402097_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Daily Moisturizing Body Wash,19.99,https://digital.loblaws.ca/PCX/21014673_EA/en/1/21014673_en_front_v2_400.png
"Captain Body Wash, Bergamot Scent",9.49,https://digital.loblaws.ca/PCX/21500784_EA/en/1/21500784_en_front_v1_400.png
"Indulgent Moisture Body Wash, Mango Butter & Vanilla Orchid",17.49,https://digital.loblaws.ca/PCX/21585376_EA/en/1/21585376_en_front_400.png
Exfoliating Deep Clean Body and Face Wash,11.49,https://digital.loblaws.ca/PCX/21638591_EA/en/1/21638591_enfr_front_400.png
"Natural Body Wash, Coconut & Vanilla, Sulfate Free, Paraben Free",24.49,https://digital.loblaws.ca/PCX/21594283_EA/en/1/81215403656_enfr_front_centre_marketing_GS1_Marketing_400.png
"Excite Body Wash for 24H Freshness, Coconut and Black Pepper",5.79,https://digital.loblaws.ca/PCX/21438318_EA/en/1/21438318_en_front_v1_400.png
Rejuvenating Mango + Cedarwood Body and Face Wash for Men,11.49,https://digital.loblaws.ca/PCX/21638583_EA/en/1/21638583_enfr_front_400.png
Dry Brush,10.00,https://digital.loblaws.ca/PCX/21416541_EA/en/1/21416541_enfr_front_v1_400.png
Shea Sugar Scrub Tangerine,13.50,https://digital.loblaws.ca/PCX/21683132_EA/en/1/21683132_en_front_400.png
Whipped Shea Body Butter Tropic Glow,13.50,https://digital.loblaws.ca/PCX/21683109_EA/en/1/21683109_en_front_400.png
"Fresh Radiance Body Wash with Essence of Rose Water and Sweet Nectar, Vitamin B3 and Antioxident Blend",9.99,https://digital.loblaws.ca/PCX/21704876_EA/en/1/21704876_en_front_400.png
Fresh Water Hydrating Body Wash,15.49,https://digital.loblaws.ca/PCX/21506830_EA/en/1/21506830_en_front_400.png
Rich Skin Cream Natural Aloe Vera & Vitamin E,5.99,https://digital.loblaws.ca/PCX/21203726_EA/en/1/21203726_en_front_v1_400.png
Shea Butter & Almond Foaming Bath,11.19,https://digital.loblaws.ca/PCX/21295268_EA/en/1/21295268_en_front_400.png
Extra Nourishing Body Milk,10.00,https://digital.loblaws.ca/PCX/20688737_EA/en/1/20688737_en_front_400.png
Beauty Bar With Glacial Water & Avocado Oil Hydrating,13.29,https://digital.loblaws.ca/PCX/21713246_EA/en/1/1111106208_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Body Wash Blackcurrant + Cedarwood,16.99,https://digital.loblaws.ca/PCX/21716961_EA/en/1/1111105552_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
Ecopouf Cleansing Pad,8.00,https://digital.loblaws.ca/PCX/21416536_EA/en/1/21416536_en_front_v1_400.png
"3in1 Body, Face & Hands Fast Absorbing Body Lotion 48H moisture",8.99,https://digital.loblaws.ca/PCX/21086977_EA/en/1/21086977_en_front_400.png
"5 in 1 Body Wash for Men, Cool Fresh Scent",10.49,https://digital.loblaws.ca/PCX/21436289_EA/en/1/21436289_en_front_v1_400.png
"5 in 1 Body Wash, Golden Honey & Vetiver Scent",9.79,https://digital.loblaws.ca/PCX/21706036_EA/en/1/21706036_en_front_400.png
